Date,Open,High,Low,Close,Adj Close,Volume
2022-11-29,34.020000,34.730000,33.880001,34.610001,34.610001,6778200
2022-11-30,34.509998,35.380001,34.209999,35.369999,35.369999,7404100
2022-12-01,35.450001,35.740002,35.099998,35.380001,35.380001,6371600
2022-12-02,35.000000,35.720001,34.880001,35.709999,35.709999,6566300
2022-12-05,35.730000,36.880001,35.680000,35.790001,35.790001,12131800
2022-12-06,35.900002,36.240002,35.200001,35.910000,35.910000,8832900
2022-12-07,35.639999,35.650002,34.299999,34.330002,34.330002,10996500
2022-12-08,34.570000,34.740002,33.299999,33.529999,33.529999,8918400
2022-12-09,33.310001,33.820000,33.160000,33.799999,33.799999,5989400
2022-12-12,33.689999,34.790001,33.599998,34.770000,34.770000,7163700
2022-12-13,35.520000,35.720001,32.810001,33.380001,33.380001,15029400
2022-12-14,34.650002,34.779999,33.730000,34.310001,34.310001,23497700
2022-12-15,33.650002,34.060001,32.830002,33.250000,33.250000,11682500
2022-12-16,33.250000,33.740002,32.619999,33.110001,33.110001,12861400
2022-12-19,33.310001,33.689999,32.849998,32.919998,32.919998,8440100
2022-12-20,32.860001,33.279999,32.750000,32.900002,32.900002,5995900
2022-12-21,33.240002,33.990002,33.200001,33.669998,33.669998,8164600
2022-12-22,33.599998,33.630001,32.290001,32.919998,32.919998,6806000
2022-12-23,32.830002,33.169998,32.369999,33.160000,33.160000,5955600
2022-12-27,32.860001,33.330002,32.590000,32.900002,32.900002,7613000
2022-12-28,32.840000,33.020000,31.920000,31.990000,31.990000,7687300
2022-12-29,31.950001,32.759998,31.820000,32.730000,32.730000,7388000
2022-12-30,32.439999,33.049999,32.349998,32.860001,32.860001,6951900
2023-01-03,33.250000,33.549999,32.340000,32.610001,32.610001,8640200
2023-01-04,32.950001,34.470001,32.939999,34.389999,34.389999,11318800
2023-01-05,34.689999,35.570000,34.520000,35.230000,35.230000,11332500
2023-01-06,35.189999,36.070000,35.099998,36.029999,36.029999,11104200
2023-01-09,36.540001,37.419998,36.349998,36.770000,36.770000,11251300
2023-01-10,36.669998,38.169998,36.660000,38.090000,38.090000,10283500
2023-01-11,37.919998,38.700001,37.820000,38.180000,38.180000,14336700
2023-01-12,38.840000,39.619999,38.320000,39.599998,39.599998,20052100
2023-01-13,36.549999,38.290001,36.520000,38.200001,38.200001,29100100
2023-01-17,38.200001,38.360001,37.560001,38.259998,38.259998,17803900
2023-01-18,39.070000,39.320000,38.310001,38.380001,38.380001,18661200
2023-01-19,37.849998,38.439999,37.029999,38.349998,38.349998,17006100
2023-01-20,38.520000,39.200001,38.340000,39.029999,39.029999,11989700
2023-01-23,39.200001,39.310001,38.730000,39.080002,39.080002,12459300
2023-01-24,39.250000,39.459999,38.450001,38.799999,38.799999,7679600
2023-01-25,38.730000,39.500000,38.619999,39.380001,39.380001,10181800
2023-01-26,39.419998,39.509998,38.619999,39.220001,39.220001,7618400
2023-01-27,39.000000,39.220001,38.700001,38.730000,38.730000,7293400
